,Country,Continent,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24
166,Senegal,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,19.0,21.0,26.0,27.0,31.0,36.0,36.0,47.0,56.0,67.0,79.0,86.0,99.0,105.0,119.0,130.0,142.0,162.0,175.0,190.0,195.0,207.0,219.0,222.0,226.0,237.0,244.0,250.0,265.0,278.0,280.0,291.0,299.0,314.0,335.0,342.0,350.0,367.0,377.0,412.0,442.0,479.0,545.0,614.0,671.0,735.0,823.0,882.0,933.0,1024.0,1115.0,1182.0,1271.0,1329.0,1433.0,1492.0,1551.0,1634.0,1709.0,1886.0,1995.0,2105.0,2189.0,2310.0,2429.0,2480.0,2544.0,2617.0,2714.0,2812.0,2909.0,2976.0,3047.0,3130.0,3161.0,3253.0,3348.0,3429.0,3535.0,3645.0,3739.0,3836.0,3932.0,4021.0,4155.0,4249.0,4328.0,4427.0,4516.0,4640.0,4759.0,4851.0,4996.0,5090.0,5173.0,5247.0,5369.0,5475.0,5639.0,5738.0,5888.0,5970.0,6034.0
167,Serbia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,18.0,24.0,41.0,46.0,55.0,57.0,72.0,94.0,126.0,135.0,149.0,188.0,222.0,249.0,303.0,384.0,457.0,659.0,741.0,741.0,900.0,1060.0,1171.0,1476.0,1624.0,1908.0,2200.0,2447.0,2666.0,2867.0,3105.0,3380.0,3630.0,4054.0,4465.0,4873.0,5318.0,5690.0,5994.0,6318.0,6630.0,6890.0,7114.0,7276.0,7483.0,7779.0,8042.0,8275.0,8497.0,8724.0,9009.0,9205.0,9362.0,9464.0,9557.0,9677.0,9791.0,9848.0,9943.0,10032.0,10114.0,10176.0,10243.0,10295.0,10374.0,10438.0,10496.0,10610.0,10699.0,10733.0,10833.0,10919.0,11024.0,11092.0,11159.0,11193.0,11227.0,11275.0,11300.0,11354.0,11381.0,11412.0,11430.0,11454.0,11523.0,11571.0,11667.0,11741.0,11823.0,11896.0,11965.0,12031.0,12102.0,12175.0,12251.0,12310.0,12367.0,12426.0,12522.0,12616.0,12709.0,12803.0,12894.0,12990.0,13092.0
168,Seychelles,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
169,Sierra Leone,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,11.0,11.0,13.0,15.0,26.0,30.0,35.0,43.0,50.0,61.0,64.0,82.0,82.0,93.0,99.0,104.0,116.0,124.0,136.0,155.0,157.0,178.0,199.0,225.0,231.0,257.0,291.0,307.0,338.0,338.0,387.0,408.0,447.0,462.0,505.0,519.0,534.0,570.0,585.0,606.0,621.0,707.0,735.0,754.0,782.0,812.0,829.0,852.0,861.0,861.0,896.0,909.0,914.0,929.0,946.0,969.0,1001.0,1025.0,1062.0,1085.0,1103.0,1132.0,1169.0,1176.0,1225.0,1249.0,1272.0,1298.0,1309.0,1327.0,1340.0,1347.0
170,Singapore,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,7.0,10.0,13.0,16.0,18.0,18.0,18.0,24.0,28.0,30.0,33.0,40.0,43.0,45.0,47.0,50.0,58.0,67.0,72.0,75.0,77.0,81.0,84.0,85.0,86.0,89.0,89.0,90.0,91.0,93.0,96.0,98.0,102.0,106.0,108.0,110.0,112.0,117.0,130.0,138.0,150.0,160.0,166.0,178.0,187.0,200.0,214.0,226.0,243.0,266.0,313.0,345.0,385.0,432.0,455.0,509.0,558.0,568.0,594.0,732.0,803.0,844.0,844.0,879.0,1000.0,1049.0,1114.0,1189.0,1309.0,1375.0,1481.0,1623.0,1909.0,1909.0,2299.0,2532.0,2918.0,3252.0,3699.0,4427.0,5050.0,5992.0,6588.0,8014.0,9125.0,10141.0,11178.0,12075.0,12693.0,13624.0,14423.0,14951.0,15641.0,16169.0,17101.0,17548.0,18205.0,18778.0,19410.0,20198.0,20939.0,21707.0,22460.0,23336.0,23787.0,24671.0,25346.0,26098.0,26891.0,27356.0,28038.0,28343.0,28794.0,29364.0,29812.0,30426.0,31068.0,31616.0,31960.0,32343.0,32876.0,33249.0,33860.0,34366.0,34884.0,35292.0,35836.0,36405.0,36922.0,37183.0,37527.0,37910.0,38296.0,38514.0,38965.0,39387.0,39850.0,40197.0,40604.0,40818.0,40969.0,41216.0,41473.0,41615.0,41833.0,42095.0,42313.0,42432.0
171,Sint Maarten (Dutch part),North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,16.0,23.0,23.0,23.0,25.0,25.0,40.0,40.0,50.0,50.0,50.0,50.0,52.0,52.0,57.0,57.0,57.0,64.0,67.0,68.0,68.0,73.0,73.0,73.0,73.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0
172,Slovakia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,7.0,10.0,21.0,30.0,44.0,61.0,84.0,97.0,107.0,123.0,137.0,178.0,185.0,191.0,204.0,216.0,226.0,295.0,295.0,336.0,336.0,363.0,400.0,426.0,450.0,471.0,485.0,534.0,581.0,682.0,701.0,715.0,728.0,742.0,769.0,835.0,863.0,977.0,1049.0,1089.0,1161.0,1173.0,1199.0,1244.0,1325.0,1360.0,1373.0,1379.0,1381.0,1384.0,1391.0,1396.0,1403.0,1407.0,1408.0,1413.0,1421.0,1429.0,1445.0,1455.0,1455.0,1457.0,1457.0,1465.0,1469.0,1477.0,1480.0,1493.0,1494.0,1495.0,1495.0,1496.0,1502.0,1503.0,1504.0,1509.0,1511.0,1513.0,1515.0,1520.0,1520.0,1521.0,1522.0,1522.0,1522.0,1525.0,1526.0,1526.0,1528.0,1528.0,1530.0,1531.0,1533.0,1541.0,1542.0,1545.0,1548.0,1552.0,1552.0,1561.0,1562.0,1576.0,1586.0,1587.0,1588.0,1589.0
173,Slovenia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,12.0,16.0,16.0,31.0,57.0,96.0,141.0,181.0,219.0,253.0,275.0,286.0,319.0,341.0,383.0,414.0,442.0,480.0,528.0,577.0,632.0,691.0,730.0,763.0,814.0,841.0,897.0,934.0,977.0,997.0,1021.0,1055.0,1091.0,1124.0,1160.0,1188.0,1205.0,1212.0,1220.0,1248.0,1268.0,1304.0,1317.0,1330.0,1335.0,1340.0,1353.0,1366.0,1373.0,1388.0,1407.0,1407.0,1408.0,1418.0,1429.0,1434.0,1439.0,1439.0,1445.0,1448.0,1449.0,1450.0,1454.0,1457.0,1460.0,1461.0,1463.0,1464.0,1465.0,1465.0,1466.0,1466.0,1467.0,1468.0,1468.0,1468.0,1468.0,1468.0,1469.0,1469.0,1469.0,1471.0,1473.0,1473.0,1473.0,1473.0,1475.0,1475.0,1477.0,1479.0,1484.0,1485.0,1485.0,1485.0,1486.0,1488.0,1488.0,1490.0,1492.0,1495.0,1496.0,1499.0,1503.0,1511.0,1513.0,1519.0,1520.0,1521.0,1534.0
174,Somalia,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,12.0,21.0,21.0,25.0,25.0,60.0,80.0,80.0,116.0,135.0,164.0,237.0,286.0,286.0,328.0,328.0,390.0,436.0,480.0,528.0,582.0,601.0,601.0,671.0,722.0,756.0,835.0,873.0,928.0,928.0,997.0,1054.0,1089.0,1170.0,1219.0,1284.0,1284.0,1357.0,1421.0,1455.0,1502.0,1573.0,1594.0,1594.0,1594.0,1594.0,1689.0,1711.0,1731.0,1828.0,1828.0,1916.0,1976.0,2023.0,2089.0,2146.0,2204.0,2204.0,2289.0,2334.0,2368.0,2416.0,2452.0,2513.0,2513.0,2579.0,2603.0,2642.0,2658.0,2696.0,2719.0,2719.0,2755.0,2779.0,2812.0,2835.0
175,South Africa,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,7.0,13.0,17.0,24.0,24.0,51.0,62.0,85.0,116.0,150.0,205.0,240.0,274.0,402.0,557.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0,1505.0,1585.0,1655.0,1686.0,1749.0,1845.0,1934.0,2003.0,2028.0,2173.0,2272.0,2415.0,2506.0,2605.0,2783.0,3034.0,3158.0,3300.0,3465.0,3635.0,3953.0,4220.0,4361.0,4546.0,4793.0,4996.0,5350.0,5647.0,5951.0,6336.0,6783.0,7220.0,7572.0,7808.0,8232.0,8895.0,9420.0,10015.0,10652.0,11350.0,12074.0,12739.0,13524.0,14355.0,15515.0,16433.0,17200.0,18003.0,19137.0,20125.0,21343.0,22583.0,23615.0,24264.0,25937.0,27403.0,29240.0,30967.0,32683.0,34357.0,35812.0,37525.0,40792.0,43434.0,45973.0,48285.0,50879.0,52991.0,55421.0,58568.0,61927.0,65736.0,70038.0,73533.0,76334.0,80412.0,83890.0,87715.0,92681.0,97302.0,101590.0,106108.0
176,South Korea,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,7.0,12.0,15.0,15.0,16.0,18.0,23.0,24.0,24.0,25.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,31.0,46.0,80.0,155.0,345.0,601.0,762.0,892.0,1146.0,1595.0,2022.0,2931.0,3526.0,4212.0,4812.0,5328.0,5766.0,6284.0,6767.0,7134.0,7382.0,7513.0,7755.0,7869.0,7979.0,8086.0,8162.0,8236.0,8320.0,8413.0,8565.0,8652.0,8799.0,8897.0,8961.0,9037.0,9137.0,9241.0,9332.0,9478.0,9583.0,9661.0,9786.0,9786.0,9976.0,10062.0,10156.0,10237.0,10284.0,10331.0,10384.0,10423.0,10450.0,10450.0,10512.0,10537.0,10564.0,10591.0,10613.0,10635.0,10653.0,10661.0,10674.0,10683.0,10694.0,10702.0,10708.0,10718.0,10728.0,10738.0,10752.0,10761.0,10765.0,10774.0,10780.0,10793.0,10801.0,10804.0,10806.0,10810.0,10822.0,10840.0,10874.0,10909.0,10936.0,10962.0,10991.0,11018.0,11037.0,11050.0,11065.0,11078.0,11110.0,11122.0,11142.0,11165.0,11190.0,11206.0,11225.0,11265.0,11344.0,11402.0,11441.0,11468.0,11503.0,11541.0,11590.0,11629.0,11668.0,11719.0,11776.0,11814.0,11852.0,11902.0,11947.0,12003.0,12051.0,12084.0,12121.0,12155.0,12198.0,12257.0,12306.0,12373.0,12421.0,12438.0,12484.0,12535.0
177,South Sudan,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,34.0,34.0,35.0,45.0,45.0,46.0,46.0,52.0,74.0,90.0,120.0,143.0,156.0,156.0,194.0,203.0,231.0,236.0,236.0,282.0,282.0,285.0,285.0,339.0,339.0,563.0,563.0,655.0,806.0,806.0,806.0,994.0,994.0,994.0,994.0,994.0,994.0,1317.0,1317.0,1317.0,1317.0,1604.0,1604.0,1604.0,1604.0,1670.0,1693.0,1693.0,1755.0,1776.0,1807.0,1813.0,1813.0,1864.0,1882.0,1892.0,1916.0
178,Spain,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,17.0,35.0,54.0,82.0,136.0,192.0,267.0,348.0,531.0,764.0,1094.0,1527.0,2299.0,3274.0,4427.0,5958.0,7641.0,9785.0,11491.0,13994.0,17688.0,21735.0,26304.0,31750.0,36616.0,41262.0,48953.0,57506.0,66460.0,75641.0,83885.0,90309.0,96122.0,104267.0,111680.0,119263.0,126535.0,133198.0,138731.0,142398.0,147607.0,153190.0,158935.0,163472.0,168022.0,171921.0,174951.0,178067.0,182491.0,186311.0,190129.0,193965.0,193252.0,195470.0,198421.0,200733.0,203649.0,205763.0,208269.0,209910.0,211570.0,213095.0,213942.0,215183.0,216570.0,217804.0,218739.0,219205.0,220244.0,221124.0,222045.0,223218.0,223961.0,227377.0,227770.0,228252.0,228691.0,229540.0,230183.0,230698.0,231350.0,231606.0,232037.0,232555.0,233037.0,234824.0,235290.0,235772.0,235400.0,236259.0,236769.0,237906.0,238564.0,239228.0,239429.0,239638.0,239932.0,240326.0,240660.0,240978.0,241310.0,241550.0,241717.0,241966.0,242280.0,242707.0,243209.0,243605.0,243928.0,244109.0,244328.0,244683.0,245268.0,245575.0,245938.0,246272.0,246504.0,246752.0,
179,Sri Lanka,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,11.0,19.0,29.0,42.0,42.0,53.0,66.0,78.0,87.0,97.0,102.0,102.0,106.0,106.0,115.0,120.0,120.0,122.0,143.0,148.0,151.0,159.0,166.0,178.0,185.0,189.0,190.0,197.0,199.0,210.0,218.0,233.0,237.0,238.0,244.0,254.0,295.0,304.0,310.0,330.0,368.0,420.0,462.0,523.0,588.0,619.0,649.0,665.0,690.0,705.0,718.0,755.0,771.0,797.0,824.0,835.0,847.0,863.0,869.0,889.0,915.0,925.0,935.0,960.0,981.0,992.0,1027.0,1028.0,1055.0,1068.0,1089.0,1141.0,1182.0,1319.0,1469.0,1530.0,1558.0,1620.0,1633.0,1643.0,1683.0,1749.0,1797.0,1801.0,1814.0,1835.0,1857.0,1859.0,1869.0,1877.0,1880.0,1884.0,1889.0,1905.0,1915.0,1924.0,1947.0,1950.0,1950.0,1950.0,1951.0,1991.0
180,Sudan,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,10.0,12.0,12.0,14.0,14.0,14.0,15.0,19.0,19.0,29.0,32.0,32.0,32.0,32.0,66.0,66.0,92.0,107.0,140.0,162.0,174.0,213.0,237.0,275.0,318.0,375.0,442.0,442.0,592.0,678.0,678.0,778.0,852.0,930.0,1111.0,1164.0,1363.0,1526.0,1661.0,1818.0,1964.0,1964.0,1964.0,2289.0,2591.0,2591.0,2728.0,3138.0,3378.0,3628.0,3634.0,3826.0,3976.0,4146.0,4346.0,4521.0,4800.0,5026.0,5173.0,5310.0,5310.0,5499.0,5714.0,5865.0,6083.0,6242.0,6242.0,6427.0,6730.0,6879.0,6879.0,7220.0,7220.0,7740.0,8020.0,8020.0,8316.0,8580.0,8580.0,8698.0,8889.0
181,Suriname,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,14.0,23.0,44.0,54.0,74.0,82.0,91.0,100.0,122.0,130.0,137.0,137.0,168.0,187.0,196.0,208.0,229.0,236.0,261.0,277.0,293.0,302.0,314.0,319.0,319.0
